Unnamed: 0,cpu_usage,cpu_user_time,cpu_system_time,cpu_idle_time,interrupts_per_sec,ram_usage,page_faults_per_sec,disk_read_bytes,disk_write_bytes,disk_read_ops,disk_write_ops,network_sent_bytes,network_received_bytes,Network_Bytes_Total_sec,network_sent_packet,network_received_packet,type
54,55.08440751,25.43130237,29.65681107,34.02885716,4852.155592,48.60248949,5988.071218,2930969.606,9264805.487,378.7053153,342.9481618,221.7544481,2805.283912,3027.03836,4.106563853,4.907844605,normal
55,37.96953407,23.43720375,14.53106633,57.27436005,3118.915491,48.69941304,13336.73863,45966984.9,47637646.83,601.5836998,125.296605,232.1937086,2813.623763,3045.817472,4.299883492,4.699872654,normal
56,20.9396117,19.06199085,1.87494992,71.39352308,1576.365255,48.78591335,1562.165568,1733542.591,1204197.458,101.8977541,89.19803398,237.5947631,2739.039629,2976.634392,4.399903021,4.699896409,normal
57,19.8898654,19.03298232,0.858044285,70.98477484,1337.325333,48.87323988,928.2599389,663904.4482,1405614.592,88.66245302,98.04789286,276.4710951,2843.089358,3119.560453,4.892410133,5.092100342,normal
58,18.77942244,17.37087497,1.408449322,72.00098798,1291.313241,48.97887065,853.0299292,444340.7562,4256389.588,86.73522586,118.88535,227.1541481,2999.776847,3226.930995,4.206558298,7.111086647,normal
59,20.7821008,19.29666775,1.484359058,70.87621779,1272.480746,48.87412967,950.4856179,431865.4653,1482319.971,86.69868814,108.4983583,242.9963232,2958.855229,3201.851552,4.49993191,6.799897109,normal
60,20.07958994,18.51528561,1.56247136,71.35187612,1284.386688,48.99151839,766.5920545,413384.5154,1469219.972,87.1990962,102.4989376,237.5975374,2896.469979,3134.067516,4.399954396,5.899938849,normal
61,21.37099117,19.57924724,1.794114289,70.71679283,1518.562144,49.1706204,1543.324023,1742980.648,1257174.955,98.14889789,95.15350935,1539.629711,4446.254905,5985.884616,28.55603743,20.76802722,normal
62,22.37917231,21.20488337,1.173702032,69.16079246,1588.768658,49.17201864,961.1935205,328036.1086,1435831.021,87.23554823,110.4716529,248.7865692,3009.676492,3258.463061,4.607158689,7.010893658,normal
63,20.51343651,18.48706138,2.028116438,70.54412509,1529.530726,49.392623,1042.784705,225084.9389,1556117.542,89.46142245,116.0202822,263.7913818,2947.234674,3211.026056,4.792576203,6.489946941,normal
64,24.41634016,20.26518416,4.146929577,66.38123439,2186.63601,49.33192661,3104.836849,1715205.579,2084255.013,124.590079,118.4807585,243.3712959,2839.331785,3082.703081,4.50687585,6.109320596,normal
65,21.13914712,19.26669699,1.872067724,69.69251952,1741.268816,49.40272846,835.1900027,139301.5053,1679183.797,69.49100321,142.4765253,225.2467001,2820.27639,3045.523091,4.193422608,5.691073539,normal
66,20.62435785,19.06265422,1.562512641,70.28853663,1547.198119,49.4910719,823.1989993,158771.007,1557706.906,70.89991381,119.3998549,254.8996901,2980.896376,3235.796067,4.599994408,6.899991612,normal
67,21.36086044,19.48372712,1.877949602,69.68590116,1483.738211,49.38200907,873.8771358,178303.3868,1515450.586,70.11048654,121.090826,230.1627115,2937.028439,3167.191151,4.30678703,6.510259465,normal
68,21.25002284,19.84374425,1.406249592,70.0063567,1641.69979,49.47429301,1046.299866,369868.7527,1576550.198,78.09999001,122.4999843,210.5999731,2817.299639,3027.899613,3.899999501,5.499999296,normal
69,24.97517624,23.47450307,1.481779264,66.53437508,1846.198952,49.36878934,1000.365508,220392.271,1499403.447,83.75478106,115.5995667,242.180094,2913.947627,3156.127721,4.392384227,6.189268684,normal
70,21.15791207,19.61284844,1.562776768,70.08430893,1647.292731,49.48808475,791.0405715,172318.6218,1541496.331,76.41357904,119.2211861,236.4420168,2895.814599,3132.256616,4.400782039,6.201101964,normal
71,23.08616444,20.42167964,2.660295431,68.04587933,2221.738604,49.54859047,1426.543665,452417.4471,2590516.766,70.3056482,162.4441045,232.5494518,2908.270254,3140.819706,4.306471329,6.009029761,normal
72,22.0707125,19.65783829,2.418226139,68.76658909,2051.541303,49.45783188,847.5363857,169475.3248,1503857.06,68.39802358,122.01808,245.6337781,2954.295363,3199.929141,4.593151949,6.889727923,normal
73,20.7364904,19.17034536,1.564926152,69.90752674,1638.729566,49.55075138,935.0433459,153375.9533,1663906.028,66.50265442,130.1008254,232.5589813,2894.968714,3127.527695,4.306647801,5.808966802,normal
74,23.12749144,21.17118884,1.953061701,67.97921279,2232.300381,49.65860663,1005.555126,354288.1895,1592453.735,63.39717083,118.9946897,230.9896918,2927.769345,3158.759037,4.299808116,6.599705481,normal
75,21.44745182,19.57963217,1.872156064,69.40169197,1894.337202,49.57293257,927.7978747,637807.3201,1823650.427,69.79452372,128.9051933,266.8966551,2991.079761,3257.976416,4.69290789,6.590040867,normal
76,20.73782646,19.32651221,1.408409796,70.11023404,1436.995687,49.60134231,880.6456007,454428.7539,1715158.312,62.39533825,124.3900644,220.5369741,2894.723052,3115.260026,4.106274267,6.009181854,normal
77,21.83870336,20.51539024,1.326089863,69.09691166,1526.156799,49.5147149,975.5022524,448591.2507,1856324.273,68.99406923,127.1048482,204.885427,2814.578607,3019.464034,3.794174574,5.791108561,normal
78,21.28369501,19.95294013,1.330196009,69.42733581,1444.155691,49.59765602,857.138803,370037.1774,1823725.357,69.40841206,152.5382562,219.3426009,2894.921706,3114.264307,4.106413989,5.909229887,normal
79,23.43859712,21.40594325,2.031220893,67.85429065,1620.970754,49.70271479,961.7826472,384761.058,1654754.144,73.09868113,120.2978295,232.1958106,2911.547469,3143.743279,4.299922419,6.399884531,normal
80,21.40863839,19.99939222,1.406207265,69.66112,1444.731229,49.62155324,827.5606072,411986.789,1727303.378,66.19684895,125.8940073,230.9890047,2884.462696,3115.451701,4.299795325,5.699728686,normal
81,22.61848889,20.28144444,2.340166667,68.86094605,1576.240412,49.6458318,894.6607175,482912.2936,1859667.329,66.00119802,125.3124108,265.0032974,2976.743896,3241.747194,4.792825273,6.59013475,normal
82,21.75251687,19.24888085,2.50391946,68.87782853,1580.835243,49.59060127,1265.148935,763185.2708,1774663.432,76.51787417,125.9940912,246.3795425,2900.668418,3147.047961,4.607097136,5.909102848,normal
83,21.79752486,19.21859029,2.578103576,69.37759147,1527.900538,49.64811982,1299.000457,448819.3579,1717043.804,66.5000234,131.3000462,241.8000851,2965.801044,3207.601129,4.500001584,6.200002182,normal
84,20.39522456,19.2176396,1.171807293,70.92560392,1286.527977,49.76233073,799.2552557,220864.4355,1710393.848,70.69604226,131.2926499,250.2859884,2868.93939,3119.225378,4.499748093,5.999664124,normal
85,26.36102181,19.96989239,6.396606157,65.16687716,2614.665258,49.5909826,4514.606087,10821526.17,12457668.78,200.0988764,168.3466595,226.4592074,2909.821086,3136.280293,4.193689026,6.29053354,normal
86,20.11193296,18.38755706,1.72138832,70.52890454,1503.399314,49.70417659,862.3188393,302542.712,4806634.517,69.10569096,138.9124541,210.9225872,2873.995518,3084.918106,3.905973837,5.808884167,normal
87,20.5113722,19.26760654,1.248104068,70.46874445,1304.034214,49.84603456,851.6162182,207507.9889,1571058.883,64.20321589,112.1309665,247.6267114,2941.365993,3188.992705,4.493226617,6.390366745,normal
88,22.14784481,19.79557313,2.347301162,69.22146107,1282.429033,49.7619494,789.0869463,205570.0189,1608768.713,59.28918292,111.0670673,231.3479942,2900.162431,3131.510425,4.306477813,5.908888163,normal
89,23.32211374,21.52909116,1.79409093,68.25974453,1412.223957,49.8678344,881.1422807,464640.8522,1554085.368,113.7247657,113.8246119,215.6676857,3165.12298,3380.790666,3.993846031,5.990769047,normal
90,22.45649258,20.81389806,1.643202478,69.39780231,1620.820483,49.75908935,888.7821151,572384.4959,1845250.287,56.08721935,112.5750617,216.3364175,2868.060024,3084.396441,4.006229953,5.809033432,normal
91,22.8563399,20.59244314,2.262048678,68.78521189,1484.059811,49.91048075,3045.098235,1670019.374,1816936.503,88.26082296,109.3276031,453.0855369,4577.282159,5030.367696,6.190238715,8.586460153,normal
92,22.14112477,20.5797831,1.565002517,69.68496074,1309.996136,50.0344158,929.9880816,557435.9579,1819897.633,56.08974967,110.2764543,225.961563,2852.163771,3078.125334,4.206731225,5.809295502,normal
93,21.53744645,20.1226032,1.403902549,69.5653335,1452.841212,49.9162644,895.7839757,539656.286,1874843.017,55.50606157,114.1068856,266.8483859,2862.25592,3129.104306,4.692059162,5.49070753,normal
94,22.02261634,19.84594734,2.187742227,69.44855334,1524.661832,50.0126795,2263.140216,808021.7657,1790039.6,59.50631617,110.2116982,236.4250948,2827.000066,3063.425161,4.400467078,5.800615694,normal
95,21.28619649,19.79581738,1.486642412,69.33580528,1554.996932,50.11926362,958.2771253,570889.5912,1935476.218,56.18660821,118.1821706,232.5584746,2996.919567,3229.478042,4.306638419,6.710343582,normal
96,23.51644949,21.4841434,2.031228103,67.72951888,1702.989213,50.03727583,872.4944736,596578.6213,1886196.053,56.39964276,116.8992596,226.7985635,2883.981733,3110.780296,4.199973397,5.89996263,normal
97,21.05832812,19.65741236,1.404100883,70.06130017,1444.068836,50.13330959,1045.185133,605426.1842,1827269.571,60.00728554,120.7134912,226.4501225,2809.459235,3035.909358,4.193520786,5.491515315,normal
98,21.20602586,19.48331635,1.721417509,69.53989102,1442.849866,50.28984906,902.3069862,512850.8992,1851001.506,56.38792688,121.3892849,231.3607657,3049.455079,3280.815845,4.306715552,6.510151416,normal
99,22.0323049,20.23410123,1.796850689,68.71734425,1458.202939,50.17697286,923.401861,552500.3135,1950519.131,52.40010561,120.0002418,242.6004889,2875.405795,3118.006284,4.400008868,5.800011689,normal
100,21.29294298,19.81327303,1.482095226,69.91787063,1443.166353,50.26213847,889.4234033,581244.3845,1895562.161,57.8105243,120.9128583,221.0578598,2859.973503,3081.031363,4.09366407,5.691191512,normal
101,22.76977824,21.12680838,1.643196208,68.26847378,1328.67553,50.1659776,943.3736479,604233.4756,1811623.545,57.48980506,118.685399,231.3614106,2917.156903,3148.518313,4.306727557,6.209700198,normal
102,20.93835703,19.21854167,1.718731369,70.48960689,1329.191708,50.2461858,824.8948543,656021.5077,1943539.876,57.09964381,123.6992284,244.8984723,2958.781543,3203.680015,4.399972553,6.999956334,normal
103,22.07724193,20.74820185,1.3260129,69.1826465,1425.534827,50.35474018,1019.593109,552066.3707,2062382.66,55.06999963,147.9507417,246.6178244,2936.46806,3183.085884,4.589166636,6.384927493,normal
104,23.62916683,21.90966525,1.721473698,68.21784059,1536.204457,50.25629128,839.7703862,583513.1197,1894339.162,56.33217439,136.0191471,221.9207012,2886.472644,3108.393345,4.109642616,6.515287073,normal
105,20.39088691,19.29681151,1.093746402,70.36079851,1481.089719,50.34361781,884.8938572,716539.0259,1853427.134,59.69958558,131.5990865,237.1983534,2907.579816,3144.778169,4.29997015,6.69995349,normal
106,25.23568113,22.81210147,2.421832691,66.10297018,1741.729238,50.46926887,1074.456348,737301.2454,1827970.534,72.99703433,119.5951412,205.1916636,2865.883567,3071.07523,3.799845622,5.699768434,normal
107,21.92024258,19.81244594,2.106047403,69.91336948,1506.162732,50.37043862,898.705386,548473.6767,1762231.763,73.28627411,120.4131425,194.0987968,2916.074825,3110.173622,3.594422164,5.890858546,normal
108,19.71812492,17.84041668,1.877938598,71.44954525,1391.464933,50.41619925,779.3125059,552847.3564,1857558.913,74.1153135,127.698682,215.1347208,2853.840193,3068.974914,4.006233162,6.209661401,normal
109,25.89466377,21.68556155,4.212303323,66.04489625,2133.179052,50.37215465,2222.743816,1910459.343,1741702.953,102.045918,117.2230017,809.677445,3487.633922,4297.311367,5.791255619,7.48869261,normal
110,22.69488181,20.5781843,2.112589262,68.6729996,1430.964728,50.42344468,956.8474955,545695.9154,1767640.443,70.70696376,120.4822626,221.7354359,2861.629002,3083.364438,4.106211777,5.508332871,normal
111,23.86882022,22.23092852,1.638068417,67.59094978,1603.832777,50.48909847,1039.406627,654691.2081,1912399.582,71.07736446,125.6831487,251.8654361,2888.01707,3139.882506,4.392421399,5.490526749,normal
112,22.84667338,20.57943702,2.269215489,68.96578981,1568.736729,50.41537302,1029.095301,794986.8889,2015060.961,68.51953529,123.7158276,198.9470718,2829.335899,3028.28297,3.70646609,5.810136033,normal
113,21.2500378,19.29686574,1.953124063,69.68318355,1582.199848,50.48369617,919.6999117,616550.3408,1923071.815,71.29999316,127.3999878,198.5999809,2898.399722,3096.999703,3.699999645,6.299999395,normal
114,23.36384672,21.63936234,1.718649717,67.86694196,1544.382219,50.55481581,966.2263115,566484.7975,1841830.734,72.39447889,127.7902542,199.7847636,2838.68351,3038.468274,3.699717844,5.199603456,normal
115,22.45901545,19.81429585,2.652307319,69.34053959,2082.45284,50.43990581,927.6426223,611968.534,1829054.826,73.29275401,124.5177987,229.4642353,2847.73304,3077.197276,4.293717197,5.591817745,normal
116,22.0688428,20.10874237,1.956103343,69.69061924,1607.535852,50.60064,1085.344591,667071.5941,1878404.692,69.60547113,125.9909103,205.5114054,2856.32811,3061.839516,3.805766767,5.808801908,normal
117,20.9023643,18.95535057,1.950138947,69.98401847,1472.945236,50.47556096,899.7227171,599658.0519,1829340.471,76.58276818,127.7045117,233.8420379,2928.916456,3162.758494,4.193580526,6.4900651,normal
118,22.22482476,20.57834114,1.643137505,69.08179528,1404.663765,50.55157443,861.3268006,823386.7572,1923577.507,81.22512039,126.7953174,204.3147295,2782.686492,2987.001221,3.805862607,4.607096841,normal
119,21.29325654,19.50117529,1.794108126,70.08321467,1447.323157,50.62186784,820.3095377,615121.9267,1787958.49,79.17544589,126.1016244,225.2456569,2797.898512,3023.144169,4.193403187,4.492931986,normal
120,23.8652866,21.2050435,2.660411362,67.18552726,1975.796766,50.53797337,1019.598068,679567.5205,1862503.195,85.13343393,123.8941856,250.5927667,2770.842882,3021.435649,4.507064149,4.507064149,normal
121,20.59525288,18.79817687,1.79401688,70.23547306,1562.632561,50.44994772,1350.966787,1835386.675,1913087.983,97.94534168,126.8996221,241.4187932,2811.760155,3053.178948,4.492905582,4.892274967,normal
122,24.49125062,21.98752184,2.503917078,67.48991387,1460.588974,50.60648719,1099.42297,625210.2035,1966704.538,80.22572643,150.5359136,216.3390376,2782.961342,2999.300379,4.006278474,4.406906321,normal
123,20.39168936,18.12475767,2.265594709,70.68367796,1672.869925,50.50594093,1090.380397,610753.8196,1789510.227,82.39851861,126.597724,263.8952556,2756.550442,3020.445697,4.399920897,4.599917301,normal
124,24.64704037,21.91944271,2.730179697,66.7751716,1782.28254,50.57534453,1897.506856,631255.1204,1863194.373,81.27607773,163.0513943,241.4318869,2755.698365,2997.130252,4.49314926,4.792692544,normal
125,22.85038397,21.36089774,1.486655887,68.40769382,1438.509505,50.66813693,923.4183413,615652.8232,1799782.008,82.92737382,122.8887532,243.3738145,2801.002251,3044.376065,4.50692249,4.607076323,normal
126,21.68226739,19.81345028,1.872137034,70.22418167,1512.353397,50.54890508,961.2728523,684616.2504,1725512.908,89.20260846,126.0211348,226.2992349,2732.9524,2959.251635,4.190726572,4.589843389,normal
127,24.10107707,20.18754857,3.912315615,67.29392883,1661.403534,50.63972721,3904.203093,10928014.69,11891801.53,104.7334676,133.0966938,273.6099202,2741.31082,3014.92074,4.810723872,4.610277044,normal
128,23.28167425,21.01550878,2.265612471,68.57265379,1458.189598,50.73722276,1352.890349,522697.0712,1570395.197,72.99947924,116.3991696,226.7983821,2763.480286,2990.278668,4.199970038,4.499967898,normal
129,21.25226951,19.60880987,1.640577719,70.31872441,1769.893387,50.62161362,903.7455609,495790.9349,1656322.628,66.99596435,103.4937658,256.4845501,2793.531726,3050.016276,4.499728949,4.799710879,normal
130,22.85227216,21.29558109,1.560115831,68.0484254,1485.977482,50.66559467,1195.911322,764910.3535,1738609.23,78.88201925,109.7358723,225.2630828,2786.931695,3012.194778,4.193727606,4.593130235,normal
131,23.55217912,21.51806627,2.034435356,67.95495744,1464.959035,50.56612886,1015.265587,404694.4576,1641340.623,74.11428767,105.7630916,200.1085767,2727.005168,2927.113745,3.705714383,4.30664104,normal
132,22.70151657,20.98213122,1.716010732,68.70078094,1463.425076,51.54623253,2794.065642,4550183.72,1590762.426,92.94915717,101.6350612,204.8675301,2705.010166,2909.877696,3.79384315,4.093357083,normal
133,75.35141008,50.15792425,25.19633636,23.0039093,5930.765348,59.52472502,19953.35435,6168749.202,15289328.36,88.24530098,59.99879147,227.1740552,2812.330665,3039.50472,4.206926948,4.607586658,normal
134,72.50070206,34.53036844,37.96778068,23.6113482,6905.065412,58.8367267,35209.60381,26949535.63,16293180.87,527.4820796,210.2928556,230.9921524,2807.20463,3038.196782,4.299853919,4.69984033,normal
135,72.54234794,47.66086764,24.88349718,24.84699748,6051.68699,57.62851903,28374.7338,27611038.66,11690425.47,610.660248,101.5437332,254.2087952,2808.977233,3063.186028,4.592931885,4.992317266,normal
